dateTime,measureValue,unit,deviceId
2021-11-30 09:30:09,2829,RPM,dev-2
2021-11-30 09:30:09,1411,MW,dev-2
2021-11-30 09:30:09,3080,RPM,dev-3
2021-11-30 09:30:09,1559,MW,dev-3
2021-11-30 09:30:10,2799,RPM,dev-1
2021-11-30 09:30:10,1619,MW,dev-1
2021-11-30 09:30:10,2862,RPM,dev-2
2021-11-30 09:30:10,1564,MW,dev-2
2021-11-30 09:30:10,3007,RPM,dev-3
2021-11-30 09:30:10,1505,MW,dev-3
2021-11-30 09:30:11,2738,RPM,dev-1
2021-11-30 09:30:11,1343,MW,dev-1
2021-11-30 09:30:11,2971,RPM,dev-2
2021-11-30 09:30:11,1555,MW,dev-2
2021-11-30 09:30:11,2974,RPM,dev-3
2021-11-30 09:30:11,1797,MW,dev-3
2021-11-30 09:30:12,2772,RPM,dev-1
2021-11-30 09:30:12,1665,MW,dev-1
2021-11-30 09:30:12,2833,RPM,dev-2
2021-11-30 09:30:12,1530,MW,dev-2
2021-11-30 09:30:12,2960,RPM,dev-3
2021-11-30 09:30:12,1678,MW,dev-3
2021-11-30 09:30:13,2713,RPM,dev-1
2021-11-30 09:30:13,1497,MW,dev-1
2021-11-30 09:30:13,3192,RPM,dev-2
2021-11-30 09:30:13,1531,MW,dev-2
2021-11-30 09:30:13,2941,RPM,dev-3
2021-11-30 09:30:13,1539,MW,dev-3
2021-11-30 09:30:14,2765,RPM,dev-1
2021-11-30 09:30:14,1501,MW,dev-1
2021-11-30 09:30:14,2958,RPM,dev-2
2021-11-30 09:30:14,1482,MW,dev-2
2021-11-30 09:30:14,2992,RPM,dev-3
2021-11-30 09:30:14,1522,MW,dev-3
2021-11-30 09:30:15,3218,RPM,dev-1
2021-11-30 09:30:15,1698,MW,dev-1
2021-11-30 09:30:15,3117,RPM,dev-2
2021-11-30 09:30:15,1583,MW,dev-2
2021-11-30 09:30:15,3036,RPM,dev-3
2021-11-30 09:30:15,1723,MW,dev-3
2021-11-30 09:30:16,3230,RPM,dev-1
2021-11-30 09:30:16,1626,MW,dev-1
2021-11-30 09:30:16,2960,RPM,dev-2
2021-11-30 09:30:16,1492,MW,dev-2
2021-11-30 09:30:16,3092,RPM,dev-3
2021-11-30 09:30:16,1639,MW,dev-3
2021-11-30 09:30:17,3057,RPM,dev-1
2021-11-30 09:30:17,1311,MW,dev-1
2021-11-30 09:30:17,2820,RPM,dev-2
2021-11-30 09:30:17,1401,MW,dev-2
2021-11-30 09:30:17,3015,RPM,dev-3
2021-11-30 09:30:17,1789,MW,dev-3
2021-11-30 09:30:18,2750,RPM,dev-1
2021-11-30 09:30:18,1551,MW,dev-1
2021-11-30 09:30:18,2928,RPM,dev-2
2021-11-30 09:30:18,1402,MW,dev-2
2021-11-30 09:30:18,3077,RPM,dev-3
2021-11-30 09:30:18,1613,MW,dev-3
2021-11-30 09:30:19,3209,RPM,dev-1
2021-11-30 09:30:19,1369,MW,dev-1
2021-11-30 09:30:19,3274,RPM,dev-2
2021-11-30 09:30:19,1422,MW,dev-2
2021-11-30 09:30:19,3069,RPM,dev-3
2021-11-30 09:30:19,1739,MW,dev-3
2021-11-30 09:30:20,3224,RPM,dev-1
2021-11-30 09:30:20,1580,MW,dev-1
2021-11-30 09:30:20,2763,RPM,dev-2
2021-11-30 09:30:20,1429,MW,dev-2
2021-11-30 09:30:20,3022,RPM,dev-3
2021-11-30 09:30:20,1593,MW,dev-3
2021-11-30 09:30:21,2922,RPM,dev-1
2021-11-30 09:30:21,1572,MW,dev-1
2021-11-30 09:30:21,2961,RPM,dev-2
2021-11-30 09:30:21,1591,MW,dev-2
2021-11-30 09:30:21,3033,RPM,dev-3
2021-11-30 09:30:21,1725,MW,dev-3
2021-11-30 09:30:22,2747,RPM,dev-1
2021-11-30 09:30:22,1574,MW,dev-1
2021-11-30 09:30:22,2884,RPM,dev-2
2021-11-30 09:30:22,1464,MW,dev-2
2021-11-30 09:30:22,2926,RPM,dev-3
2021-11-30 09:30:22,1631,MW,dev-3
2021-11-30 09:30:23,3166,RPM,dev-1
2021-11-30 09:30:23,1350,MW,dev-1
2021-11-30 09:30:23,3020,RPM,dev-2
2021-11-30 09:30:23,1505,MW,dev-2
2021-11-30 09:30:23,2925,RPM,dev-3
2021-11-30 09:30:23,1630,MW,dev-3
2021-11-30 09:30:24,3047,RPM,dev-1
2021-11-30 09:30:24,1546,MW,dev-1
2021-11-30 09:30:24,3006,RPM,dev-2
2021-11-30 09:30:24,1499,MW,dev-2
2021-11-30 09:30:24,2937,RPM,dev-3
2021-11-30 09:30:24,1503,MW,dev-3
2021-11-30 09:30:25,2933,RPM,dev-1
2021-11-30 09:30:25,1460,MW,dev-1
2021-11-30 09:30:25,2842,RPM,dev-2
2021-11-30 09:30:25,1505,MW,dev-2
2021-11-30 09:30:25,3004,RPM,dev-3
2021-11-30 09:30:25,1580,MW,dev-3
2021-11-30 09:30:26,3151,RPM,dev-1
2021-11-30 09:30:26,1600,MW,dev-1
2021-11-30 09:30:26,2729,RPM,dev-2
2021-11-30 09:30:26,1446,MW,dev-2
2021-11-30 09:30:26,3053,RPM,dev-3
2021-11-30 09:30:26,1675,MW,dev-3
2021-11-30 09:30:27,3174,RPM,dev-1
2021-11-30 09:30:27,1431,MW,dev-1
2021-11-30 09:30:27,3066,RPM,dev-2
2021-11-30 09:30:27,1556,MW,dev-2
2021-11-30 09:30:27,3036,RPM,dev-3
2021-11-30 09:30:27,1639,MW,dev-3
2021-11-30 09:30:28,2946,RPM,dev-1
2021-11-30 09:30:28,1595,MW,dev-1
2021-11-30 09:30:28,2754,RPM,dev-2
2021-11-30 09:30:28,1504,MW,dev-2
2021-11-30 09:30:28,3039,RPM,dev-3
2021-11-30 09:30:28,1713,MW,dev-3
2021-11-30 09:30:29,2921,RPM,dev-1
2021-11-30 09:30:29,1332,MW,dev-1
2021-11-30 09:30:29,2984,RPM,dev-2
2021-11-30 09:30:29,1520,MW,dev-2
2021-11-30 09:30:29,2913,RPM,dev-3
2021-11-30 09:30:29,1788,MW,dev-3
2021-11-30 09:30:30,2844,RPM,dev-1
2021-11-30 09:30:30,1604,MW,dev-1
2021-11-30 09:30:30,2812,RPM,dev-2
2021-11-30 09:30:30,1464,MW,dev-2
2021-11-30 09:30:30,3100,RPM,dev-3
2021-11-30 09:30:30,1623,MW,dev-3
2021-11-30 09:30:31,3063,RPM,dev-1
2021-11-30 09:30:31,1698,MW,dev-1
2021-11-30 09:30:31,2753,RPM,dev-2
2021-11-30 09:30:31,1554,MW,dev-2
2021-11-30 09:30:31,3084,RPM,dev-3
2021-11-30 09:30:31,1785,MW,dev-3
2021-11-30 09:30:32,3264,RPM,dev-1
2021-11-30 09:30:32,1506,MW,dev-1
2021-11-30 09:30:32,3019,RPM,dev-2
2021-11-30 09:30:32,1584,MW,dev-2
2021-11-30 09:30:32,2912,RPM,dev-3
2021-11-30 09:30:32,1730,MW,dev-3
2021-11-30 09:30:33,2752,RPM,dev-1
2021-11-30 09:30:33,1481,MW,dev-1
2021-11-30 09:30:33,2953,RPM,dev-2
2021-11-30 09:30:33,1479,MW,dev-2
2021-11-30 09:30:33,3024,RPM,dev-3
2021-11-30 09:30:33,1743,MW,dev-3
2021-11-30 09:30:34,2771,RPM,dev-1
2021-11-30 09:30:34,1693,MW,dev-1
2021-11-30 09:30:34,3090,RPM,dev-2
2021-11-30 09:30:34,1465,MW,dev-2
2021-11-30 09:30:34,2925,RPM,dev-3
2021-11-30 09:30:34,1620,MW,dev-3
2021-11-30 09:30:35,2789,RPM,dev-1
2021-11-30 09:30:35,1403,MW,dev-1
2021-11-30 09:30:35,2853,RPM,dev-2
2021-11-30 09:30:35,1425,MW,dev-2
2021-11-30 09:30:35,3077,RPM,dev-3
2021-11-30 09:30:35,1701,MW,dev-3
2021-11-30 09:30:36,3269,RPM,dev-1
2021-11-30 09:30:36,1511,MW,dev-1
2021-11-30 09:30:36,3131,RPM,dev-2
2021-11-30 09:30:36,1439,MW,dev-2
2021-11-30 09:30:36,3044,RPM,dev-3
2021-11-30 09:30:36,1788,MW,dev-3
2021-11-30 09:30:37,2924,RPM,dev-1
2021-11-30 09:30:37,1327,MW,dev-1
2021-11-30 09:30:37,2845,RPM,dev-2
2021-11-30 09:30:37,1485,MW,dev-2
2021-11-30 09:30:37,2921,RPM,dev-3
2021-11-30 09:30:37,1618,MW,dev-3
2021-11-30 09:30:38,2893,RPM,dev-1
2021-11-30 09:30:38,1334,MW,dev-1
2021-11-30 09:30:38,2712,RPM,dev-2
2021-11-30 09:30:38,1520,MW,dev-2
2021-11-30 09:30:38,3063,RPM,dev-3
2021-11-30 09:30:38,1676,MW,dev-3
2021-11-30 09:30:39,2768,RPM,dev-1
2021-11-30 09:30:39,1633,MW,dev-1
2021-11-30 09:30:39,3223,RPM,dev-2
2021-11-30 09:30:39,1449,MW,dev-2
2021-11-30 09:30:39,3042,RPM,dev-3
2021-11-30 09:30:39,1509,MW,dev-3
2021-11-30 09:30:40,3001,RPM,dev-1
2021-11-30 09:30:40,1476,MW,dev-1
2021-11-30 09:30:40,3147,RPM,dev-2
2021-11-30 09:30:40,1498,MW,dev-2
2021-11-30 09:30:40,2914,RPM,dev-3
2021-11-30 09:30:40,1652,MW,dev-3
2021-11-30 09:30:41,3080,RPM,dev-1
2021-11-30 09:30:41,1494,MW,dev-1
2021-11-30 09:30:41,2923,RPM,dev-2
2021-11-30 09:30:41,1569,MW,dev-2
2021-11-30 09:30:41,2974,RPM,dev-3
2021-11-30 09:30:41,1753,MW,dev-3
2021-11-30 09:30:42,3240,RPM,dev-1
2021-11-30 09:30:42,1603,MW,dev-1
2021-11-30 09:30:42,3066,RPM,dev-2
2021-11-30 09:30:42,1455,MW,dev-2
2021-11-30 09:30:42,3019,RPM,dev-3
2021-11-30 09:30:42,1588,MW,dev-3
2021-11-30 09:30:43,2722,RPM,dev-1
2021-11-30 09:30:43,1381,MW,dev-1
2021-11-30 09:30:43,3216,RPM,dev-2
2021-11-30 09:30:43,1562,MW,dev-2
2021-11-30 09:30:43,3008,RPM,dev-3
2021-11-30 09:30:43,1507,MW,dev-3
2021-11-30 09:30:44,3108,RPM,dev-1
2021-11-30 09:30:44,1407,MW,dev-1
2021-11-30 09:30:44,2969,RPM,dev-2
2021-11-30 09:30:44,1546,MW,dev-2
2021-11-30 09:30:44,3025,RPM,dev-3
2021-11-30 09:30:44,1521,MW,dev-3
2021-11-30 09:30:45,3223,RPM,dev-1
2021-11-30 09:30:45,1634,MW,dev-1
2021-11-30 09:30:45,2799,RPM,dev-2
2021-11-30 09:30:45,1532,MW,dev-2
2021-11-30 09:30:45,2932,RPM,dev-3
2021-11-30 09:30:45,1579,MW,dev-3
2021-11-30 09:30:46,3022,RPM,dev-1
2021-11-30 09:30:46,1394,MW,dev-1
2021-11-30 09:30:46,3217,RPM,dev-2
2021-11-30 09:30:46,1409,MW,dev-2
2021-11-30 09:30:46,2925,RPM,dev-3
2021-11-30 09:30:46,1731,MW,dev-3
2021-11-30 09:30:47,2796,RPM,dev-1
2021-11-30 09:30:47,1313,MW,dev-1
2021-11-30 09:30:47,2841,RPM,dev-2
2021-11-30 09:30:47,1510,MW,dev-2
2021-11-30 09:30:47,3018,RPM,dev-3
2021-11-30 09:30:47,1591,MW,dev-3
2021-11-30 09:30:48,3078,RPM,dev-1
2021-11-30 09:30:48,1635,MW,dev-1
2021-11-30 09:30:48,2743,RPM,dev-2
2021-11-30 09:30:48,1546,MW,dev-2
2021-11-30 09:30:48,2997,RPM,dev-3
2021-11-30 09:30:48,1735,MW,dev-3
2021-11-30 09:30:49,2903,RPM,dev-1
2021-11-30 09:30:49,1399,MW,dev-1
2021-11-30 09:30:49,3053,RPM,dev-2
2021-11-30 09:30:49,1461,MW,dev-2
2021-11-30 09:30:49,2955,RPM,dev-3
2021-11-30 09:30:49,1795,MW,dev-3
2021-11-30 09:30:50,3225,RPM,dev-1
2021-11-30 09:30:50,1452,MW,dev-1
2021-11-30 09:30:50,3221,RPM,dev-2
2021-11-30 09:30:50,1442,MW,dev-2
2021-11-30 09:30:50,2995,RPM,dev-3
2021-11-30 09:30:50,1727,MW,dev-3
2021-11-30 09:30:51,3300,RPM,dev-1
2021-11-30 09:30:51,1632,MW,dev-1
2021-11-30 09:30:51,2802,RPM,dev-2
2021-11-30 09:30:51,1573,MW,dev-2
2021-11-30 09:30:51,2957,RPM,dev-3
2021-11-30 09:30:51,1670,MW,dev-3
2021-11-30 09:30:52,2751,RPM,dev-1
2021-11-30 09:30:52,1637,MW,dev-1
2021-11-30 09:30:52,2984,RPM,dev-2
2021-11-30 09:30:52,1498,MW,dev-2
2021-11-30 09:30:52,3087,RPM,dev-3
2021-11-30 09:30:52,1648,MW,dev-3
2021-11-30 09:30:53,2741,RPM,dev-1
2021-11-30 09:30:53,1395,MW,dev-1
2021-11-30 09:30:53,3147,RPM,dev-2
2021-11-30 09:30:53,1558,MW,dev-2
2021-11-30 09:30:53,2981,RPM,dev-3
2021-11-30 09:30:53,1794,MW,dev-3
2021-11-30 09:30:54,2915,RPM,dev-1
2021-11-30 09:30:54,1658,MW,dev-1
2021-11-30 09:30:54,2745,RPM,dev-2
2021-11-30 09:30:54,1464,MW,dev-2
2021-11-30 09:30:54,3035,RPM,dev-3
2021-11-30 09:30:54,1715,MW,dev-3
2021-11-30 09:30:55,3065,RPM,dev-1
2021-11-30 09:30:55,1341,MW,dev-1
2021-11-30 09:30:55,2751,RPM,dev-2
2021-11-30 09:30:55,1506,MW,dev-2
2021-11-30 09:30:55,3073,RPM,dev-3
2021-11-30 09:30:55,1601,MW,dev-3
2021-11-30 09:30:56,3296,RPM,dev-1
2021-11-30 09:30:56,1637,MW,dev-1
2021-11-30 09:30:56,2747,RPM,dev-2
2021-11-30 09:30:56,1458,MW,dev-2
2021-11-30 09:30:56,2916,RPM,dev-3
2021-11-30 09:30:56,1656,MW,dev-3
2021-11-30 09:30:57,2981,RPM,dev-1
2021-11-30 09:30:57,1524,MW,dev-1
2021-11-30 09:30:57,3082,RPM,dev-2
2021-11-30 09:30:57,1470,MW,dev-2
2021-11-30 09:30:57,2916,RPM,dev-3
2021-11-30 09:30:57,1698,MW,dev-3
2021-11-30 09:30:58,3013,RPM,dev-1
2021-11-30 09:30:58,1347,MW,dev-1
2021-11-30 09:30:58,3257,RPM,dev-2
2021-11-30 09:30:58,1410,MW,dev-2
2021-11-30 09:30:58,3057,RPM,dev-3
2021-11-30 09:30:58,1746,MW,dev-3
2021-11-30 09:30:59,3243,RPM,dev-1
2021-11-30 09:30:59,1393,MW,dev-1
2021-11-30 09:30:59,3066,RPM,dev-2
2021-11-30 09:30:59,1463,MW,dev-2
2021-11-30 09:30:59,3051,RPM,dev-3
2021-11-30 09:30:59,1500,MW,dev-3
2021-11-30 09:31:00,3127,RPM,dev-1
2021-11-30 09:31:00,1583,MW,dev-1
2021-11-30 09:31:00,2954,RPM,dev-2
2021-11-30 09:31:00,1559,MW,dev-2
2021-11-30 09:31:00,3063,RPM,dev-3
2021-11-30 09:31:00,1630,MW,dev-3
2021-11-30 09:31:01,3220,RPM,dev-1
2021-11-30 09:31:01,1653,MW,dev-1
2021-11-30 09:31:01,2747,RPM,dev-2
2021-11-30 09:31:01,1548,MW,dev-2
2021-11-30 09:31:01,2956,RPM,dev-3
2021-11-30 09:31:01,1655,MW,dev-3
2021-11-30 09:31:02,2890,RPM,dev-1
2021-11-30 09:31:02,1364,MW,dev-1
2021-11-30 09:31:02,3069,RPM,dev-2
2021-11-30 09:31:02,1523,MW,dev-2
2021-11-30 09:31:02,3002,RPM,dev-3
2021-11-30 09:31:02,1717,MW,dev-3
2021-11-30 09:31:03,2906,RPM,dev-1
2021-11-30 09:31:03,1575,MW,dev-1
2021-11-30 09:31:03,2800,RPM,dev-2
2021-11-30 09:31:03,1444,MW,dev-2
2021-11-30 09:31:03,3026,RPM,dev-3
2021-11-30 09:31:03,1571,MW,dev-3
2021-11-30 09:31:04,2816,RPM,dev-1
2021-11-30 09:31:04,1353,MW,dev-1
2021-11-30 09:31:04,3300,RPM,dev-2
2021-11-30 09:31:04,1452,MW,dev-2
2021-11-30 09:31:04,2934,RPM,dev-3
2021-11-30 09:31:04,1677,MW,dev-3
2021-11-30 09:31:05,2954,RPM,dev-1
2021-11-30 09:31:05,1680,MW,dev-1
2021-11-30 09:31:05,2957,RPM,dev-2
2021-11-30 09:31:05,1520,MW,dev-2
2021-11-30 09:31:05,3021,RPM,dev-3
2021-11-30 09:31:05,1593,MW,dev-3
2021-11-30 09:31:06,3191,RPM,dev-1
2021-11-30 09:31:06,1503,MW,dev-1
2021-11-30 09:31:06,3273,RPM,dev-2
2021-11-30 09:31:06,1599,MW,dev-2
2021-11-30 09:31:06,2909,RPM,dev-3
2021-11-30 09:31:06,1534,MW,dev-3
2021-11-30 09:31:07,2900,RPM,dev-1
2021-11-30 09:31:07,1365,MW,dev-1
2021-11-30 09:31:07,3181,RPM,dev-2
2021-11-30 09:31:07,1565,MW,dev-2
2021-11-30 09:31:07,3027,RPM,dev-3
2021-11-30 09:31:07,1634,MW,dev-3
2021-11-30 09:31:08,2826,RPM,dev-1
2021-11-30 09:31:08,1410,MW,dev-1
2021-11-30 09:31:08,2911,RPM,dev-2
2021-11-30 09:31:08,1474,MW,dev-2
2021-11-30 09:31:08,3014,RPM,dev-3
2021-11-30 09:31:08,1755,MW,dev-3
2021-11-30 09:31:09,3091,RPM,dev-1
2021-11-30 09:31:09,1374,MW,dev-1
2021-11-30 09:31:09,3264,RPM,dev-2
2021-11-30 09:31:09,1592,MW,dev-2
2021-11-30 09:31:09,3020,RPM,dev-3
2021-11-30 09:31:09,1599,MW,dev-3
2021-11-30 09:31:10,3242,RPM,dev-1
2021-11-30 09:31:10,1414,MW,dev-1
2021-11-30 09:31:10,2917,RPM,dev-2
2021-11-30 09:31:10,1499,MW,dev-2
2021-11-30 09:31:10,3094,RPM,dev-3
2021-11-30 09:31:10,1726,MW,dev-3
2021-11-30 09:31:11,3300,RPM,dev-1
2021-11-30 09:31:11,1684,MW,dev-1
2021-11-30 09:31:11,3293,RPM,dev-2
2021-11-30 09:31:11,1485,MW,dev-2
2021-11-30 09:31:11,2925,RPM,dev-3
2021-11-30 09:31:11,1654,MW,dev-3
2021-11-30 09:31:12,2984,RPM,dev-1
2021-11-30 09:31:12,1429,MW,dev-1
2021-11-30 09:31:12,3199,RPM,dev-2
2021-11-30 09:31:12,1476,MW,dev-2
2021-11-30 09:31:12,3058,RPM,dev-3
2021-11-30 09:31:12,1502,MW,dev-3
2021-11-30 09:31:13,3122,RPM,dev-1
2021-11-30 09:31:13,1553,MW,dev-1
2021-11-30 09:31:13,2753,RPM,dev-2
2021-11-30 09:31:13,1511,MW,dev-2
2021-11-30 09:31:13,2969,RPM,dev-3
2021-11-30 09:31:13,1731,MW,dev-3
2021-11-30 09:31:14,2841,RPM,dev-1
2021-11-30 09:31:14,1473,MW,dev-1
2021-11-30 09:31:14,2859,RPM,dev-2
2021-11-30 09:31:14,1448,MW,dev-2
2021-11-30 09:31:14,3027,RPM,dev-3
2021-11-30 09:31:14,1573,MW,dev-3
2021-11-30 09:31:15,2720,RPM,dev-1
2021-11-30 09:31:15,1532,MW,dev-1
2021-11-30 09:31:15,2935,RPM,dev-2
2021-11-30 09:31:15,1444,MW,dev-2
2021-11-30 09:31:15,2949,RPM,dev-3
2021-11-30 09:31:15,1624,MW,dev-3
2021-11-30 09:31:16,3113,RPM,dev-1
2021-11-30 09:31:16,1431,MW,dev-1
2021-11-30 09:31:16,2867,RPM,dev-2
2021-11-30 09:31:16,1455,MW,dev-2
2021-11-30 09:31:16,3036,RPM,dev-3
2021-11-30 09:31:16,1520,MW,dev-3
2021-11-30 09:31:17,3260,RPM,dev-1
2021-11-30 09:31:17,1515,MW,dev-1
2021-11-30 09:31:17,2969,RPM,dev-2
2021-11-30 09:31:17,1535,MW,dev-2
2021-11-30 09:31:17,3016,RPM,dev-3
2021-11-30 09:31:17,1709,MW,dev-3
2021-11-30 09:31:18,3011,RPM,dev-1
2021-11-30 09:31:18,1482,MW,dev-1
2021-11-30 09:31:18,3209,RPM,dev-2
2021-11-30 09:31:18,1403,MW,dev-2
2021-11-30 09:31:18,3058,RPM,dev-3
2021-11-30 09:31:18,1745,MW,dev-3
2021-11-30 09:31:19,3094,RPM,dev-1
2021-11-30 09:31:19,1697,MW,dev-1
2021-11-30 09:31:19,2992,RPM,dev-2
2021-11-30 09:31:19,1554,MW,dev-2
2021-11-30 09:31:19,3089,RPM,dev-3
2021-11-30 09:31:19,1748,MW,dev-3
2021-11-30 09:31:20,2972,RPM,dev-1
2021-11-30 09:31:20,1694,MW,dev-1
2021-11-30 09:31:20,2909,RPM,dev-2
2021-11-30 09:31:20,1475,MW,dev-2
2021-11-30 09:31:20,2936,RPM,dev-3
2021-11-30 09:31:20,1763,MW,dev-3
2021-11-30 09:31:21,2955,RPM,dev-1
2021-11-30 09:31:21,1687,MW,dev-1
2021-11-30 09:31:21,3011,RPM,dev-2
2021-11-30 09:31:21,1447,MW,dev-2
2021-11-30 09:31:21,3021,RPM,dev-3
2021-11-30 09:31:21,1519,MW,dev-3
2021-11-30 09:31:22,3098,RPM,dev-1
2021-11-30 09:31:22,1675,MW,dev-1
2021-11-30 09:31:22,3016,RPM,dev-2
2021-11-30 09:31:22,1518,MW,dev-2
2021-11-30 09:31:22,3002,RPM,dev-3
2021-11-30 09:31:22,1527,MW,dev-3
2021-11-30 09:31:23,2713,RPM,dev-1
2021-11-30 09:31:23,1339,MW,dev-1
2021-11-30 09:31:23,3168,RPM,dev-2
2021-11-30 09:31:23,1555,MW,dev-2
2021-11-30 09:31:23,3058,RPM,dev-3
2021-11-30 09:31:23,1711,MW,dev-3
2021-11-30 09:31:24,3135,RPM,dev-1
2021-11-30 09:31:24,1690,MW,dev-1
2021-11-30 09:31:24,3130,RPM,dev-2
2021-11-30 09:31:24,1472,MW,dev-2
2021-11-30 09:31:24,3098,RPM,dev-3
2021-11-30 09:31:24,1554,MW,dev-3
2021-11-30 09:31:25,3051,RPM,dev-1
2021-11-30 09:31:25,1549,MW,dev-1
2021-11-30 09:31:25,3071,RPM,dev-2
2021-11-30 09:31:25,1551,MW,dev-2
2021-11-30 09:31:25,2988,RPM,dev-3
2021-11-30 09:31:25,1567,MW,dev-3
2021-11-30 09:31:26,2945,RPM,dev-1
2021-11-30 09:31:26,1443,MW,dev-1
2021-11-30 09:31:26,3193,RPM,dev-2
2021-11-30 09:31:26,1468,MW,dev-2
2021-11-30 09:31:26,3099,RPM,dev-3
2021-11-30 09:31:26,1614,MW,dev-3
2021-11-30 09:31:27,2708,RPM,dev-1
2021-11-30 09:31:27,1620,MW,dev-1
2021-11-30 09:31:27,2928,RPM,dev-2
2021-11-30 09:31:27,1507,MW,dev-2
2021-11-30 09:31:27,2962,RPM,dev-3
2021-11-30 09:31:27,1660,MW,dev-3
2021-11-30 09:31:28,3216,RPM,dev-1
2021-11-30 09:31:28,1380,MW,dev-1
2021-11-30 09:31:28,2725,RPM,dev-2
2021-11-30 09:31:28,1480,MW,dev-2
2021-11-30 09:31:28,2957,RPM,dev-3
2021-11-30 09:31:28,1564,MW,dev-3
2021-11-30 09:31:29,3173,RPM,dev-1
2021-11-30 09:31:29,1360,MW,dev-1
2021-11-30 09:31:29,2790,RPM,dev-2
2021-11-30 09:31:29,1574,MW,dev-2
2021-11-30 09:31:29,3073,RPM,dev-3
2021-11-30 09:31:29,1662,MW,dev-3
2021-11-30 09:31:30,3040,RPM,dev-1
2021-11-30 09:31:30,1677,MW,dev-1
2021-11-30 09:31:30,3252,RPM,dev-2
2021-11-30 09:31:30,1521,MW,dev-2
2021-11-30 09:31:30,2984,RPM,dev-3
2021-11-30 09:31:30,1738,MW,dev-3
2021-11-30 09:31:31,3124,RPM,dev-1
2021-11-30 09:31:31,1692,MW,dev-1
2021-11-30 09:31:31,3146,RPM,dev-2
2021-11-30 09:31:31,1589,MW,dev-2
2021-11-30 09:31:31,3068,RPM,dev-3
2021-11-30 09:31:31,1507,MW,dev-3
2021-11-30 09:31:32,3231,RPM,dev-1
2021-11-30 09:31:32,1331,MW,dev-1
2021-11-30 09:31:32,3188,RPM,dev-2
2021-11-30 09:31:32,1449,MW,dev-2
2021-11-30 09:31:32,2963,RPM,dev-3
2021-11-30 09:31:32,1763,MW,dev-3
2021-11-30 09:31:33,3126,RPM,dev-1
2021-11-30 09:31:33,1479,MW,dev-1
2021-11-30 09:31:33,2787,RPM,dev-2
2021-11-30 09:31:33,1413,MW,dev-2
2021-11-30 09:31:33,2953,RPM,dev-3
2021-11-30 09:31:33,1720,MW,dev-3
2021-11-30 09:31:34,2730,RPM,dev-1
2021-11-30 09:31:34,1300,MW,dev-1
2021-11-30 09:31:34,3181,RPM,dev-2
2021-11-30 09:31:34,1421,MW,dev-2
2021-11-30 09:31:34,2912,RPM,dev-3
